labels,predictions
208.0 millimetre,3 feet
9.4 gram,4. 5 lbs
148.0 millimetre,10 feet
71.5 centimetre,6 inches
18.4 centimetre,6 inches
2284.0 watt,2300
44 pound,100 lbs
6.0 gram,10 lbs
7.7 inch,10 inches
0.66 inch,10 inches
56.7 ton,10 oz
200.0 millimetre,6 inches
0.3333333333333333 pound,3 lbs
885.0 gram,200 lbs
0.88 pound,300 lbs
46.0 centimetre,10 inches
25 gram,10 lbs
23.62 inch,10 feet
12.0 volt,2. 5
5.4 centimetre,10 inches
2.8 inch,6 inches
4.9 inch,12 inches
29.9 centimetre,6 inches
28.5 centimetre,10 feet
64.0 centimetre,15 inches
8.4 gram,6 inches
52.0 centimetre,12 inches
25.0 centimetre,12 inches
80.0 watt,100
3.1 gram,10 pounds
25.0 millimetre,3 inches
200.0 gram,200 lbs
10.0 centimetre,10 inches
18.0 kilogram,10 lbs
50 gram,10 oz
5.0 fluid ounce,10 ounces
0.7 inch,10 feet
20.0 centimetre,8 inches
4.7 inch,12 inches
14.2 inch,10 feet
220.0 volt,0
1.0 watt,100w
7.0 millimetre,10 feet
12.0 ounce,10 lbs
2.0 fluid ounce,1. 5
165.0 millimetre,10 inches
45.0 gram,1. 5 lbs
40.0 millimetre,6 inches
15.0 centimetre,6 inches
4.11 inch,10 inches
200.0 centimetre,6 inches
100.0 centimetre,6 feet
2.0 metre,6 inches
250.0 gram,250 ml
6.5 centimetre,6 inches
32.0 gram,10 lbs
84.0 centimetre,10 feet
32.0 centimetre,12 inches
1.0 milligram,100 lbs
0.6 watt,10000
4.0 inch,4 inches
6.6 pound,60 lbs
33.0 centimetre,10 feet
500.0 microgram,100 lbs
200 gram,10 oz
45.0 centimetre,10 feet
3.35 inch,12 inches
650.0 gram,10 lbs
92.0 centimetre,6 inches
48.0 millimetre,10 inches
3.0 inch,6 inches
3.7 centimetre,15 inches
7.0 ounce,5 pounds
18.5 inch,6 inches
180.0 milligram,100 lbs
400 gram,10 lbs
30.0 gram,10 oz
40.0 centimetre,6 inches
65.0 watt,60
11.0 centimetre,12 inches
120 gram,10 lbs
360.0 gram,10 lbs
2.88 kilogram,10 lbs
20.0 watt,1. 5
0.79 inch,6 feet
65.0 centimetre,6 inches
36.0 volt,0
25.0 centimetre,6 inches
3.0 gram,50 lbs
1000.0 milligram,100 pounds
40.0 milligram,200 lbs
400.0 milligram,200 lbs
43.0 centimetre,6 inches
79.5 centimetre,8 feet
94.0 millimetre,12 inches
33.0 millimetre,6 inches
19.0 centimetre,vase is made of ceramic
3.07 inch,10 feet
5.0 milligram,10 lbs
55.0 centimetre,6 feet
5.0 volt,0
77.0 millimetre,7 inches
82.0 centimetre,10 feet
2.52 inch,6 inches
1.6 inch,10 feet
20.0 kilogram,10 lbs
73.0 centimetre,6 inches
30.0 centimetre,6 inches
2.0 ton,10 oz
75.0 centimetre,10 inches
6.0 kilogram,10 lbs
1.4 gram,10 lbs
"[15.0, 19.0] kilogram",10 lbs
100.0 centimetre,3 feet
22.3 gram,25 cm
90.0 gram,100 lbs
16.0 gram,200 lbs
608 milligram,10 lbs
120.0 millimetre,12 inches
65.0 centimetre,10 inches
60.0 watt,10. 5
1.0 litre,1. 5
500.0 gram,20 lbs
24.0 centimetre,6 inches
500.0 watt,150w
15.0 gram,10 oz
12.5 centimetre,6 inches
8.0 kilogram,100 lbs
97.3 centimetre,6 feet
135.0 centimetre,6 inches
5.0 kilogram,10 lbs
3.3 pound,100 lbs
24.0 inch,6 inches
31.0 gram,100 pounds
45.5 millimetre,10 inches
1 gram,100 lbs
36.0 millimetre,6 inches
80 gram,10 lbs
48.0 volt,4. 5
203.0 centimetre,6 inches
3.0 gram,10 lbs
6.9 inch,5 feet
3.75 inch,3 feet
240.0 gram,100 lbs
63 gram,1. 5 kg
2.0 ton,0
10.0 microgram,10 oz
152.0 centimetre,10 feet
20.2 centimetre,8 inches
11.5 centimetre,10 inches
9.0 centimetre,12 inches
70.0 centimetre,6 inches
25.0 gram,10 lbs
9000 gram,100 lbs
80 gram,1. 5 lbs
1.0 ton,10 lbs
16.0 ounce,100 lbs
11.0 centimetre,6 inches
62.0 centimetre,10 feet
5.31 gram,5 lbs
120.0 gram,100 pounds
10.0 inch,6 feet
18.0 centimetre,12 inches
8.6 centimetre,6 feet
37.4 inch,6 inches
30.5 centimetre,5 feet
100.0 gram,100 lbs
0.98 inch,6 inches
50.0 centimetre,10 inches
600.0 gram,100 lbs
120.0 millimetre,10 feet
8.0 centimetre,6 feet
45.0 centimetre,6 inches
3.0 watt,10. 5
110.0 kilogram,10 lbs
1.61 inch,12 inches
150.0 millimetre,10 feet
9.0 milligram,10 lbs
5.0 gram,5 lbs
180.0 centimetre,10 feet
22.0 pound,100 pounds
36.6 gram,6 inches
250.0 gram,100 lbs
100.0 watt,10. 5
10.0 inch,6 inches
370.0 gram,10 oz
17.0 centimetre,10 inches
20.0 gram,200 pounds
5.5 inch,6 inches
4.0 foot,6 inches
6.1 inch,6 inches
100.0 watt,100
32.0 centimetre,3 feet
9.8 inch,12 inches
8.0 gram,8 inches
5.4 gram,4. 5
2.5 pound,1. 5 lbs
250.0 gram,20 lbs
25.0 millimetre,6 inches
178.0 centimetre,10 inches
3.07 inch,6 inches
73.0 centimetre,10 feet
100 kilogram,100 lbs
0.35 inch,6 inches
220.0 gram,6 ounces
590.0 gram,3. 5 kg
53.0 millimetre,5 feet
29.92 inch,6 feet
9.5 centimetre,5 feet
12.0 inch,12 inches
3.5 millimetre,3 feet
1 kilogram,10 oz
1.2 litre,16 oz
25.0 centimetre,6 inches
20.0 centimetre,12 inches
8.0 gram,100 lbs
20.0 centimetre,12 inches
13186768.0 gram,1. 5 kg
17.5 gram,150 lbs
72.0 inch,6 inches
18.0 centimetre,6 inches
39.0 millimetre,6 inches
0.76 kilogram,10 lbs
20.1 gram,200 lbs
2.5 gram,5 lbs
100 kilogram,100 lbs
10.0 inch,10 inches
20.0 centimetre,6 inches
411 gram,10 oz
46 kilogram,100 lbs
3.8 centimetre,8 feet
250.0 gram,5 lbs
3.0 centimetre,3 feet
8.0 centimetre,6 inches
2.2 gram,10 pounds
5.5 inch,6 inches
67.0 millimetre,6 inches
30.0 centimetre,3 inches
352.0 ton,0. 00
31.0 gram,10 lbs
650.0 millimetre,10 feet
90.0 centimetre,it ' s made of cloth
12.5 inch,6 inches
110.0 gram,10 lbs
160.0 gram,10 pounds
30.0 centimetre,10 inches
100 kilogram,100 lbs
20.0 centimetre,10 inches
145.0 millimetre,6 inches
150.0 gram,10 lbs
90.0 millimetre,10 inches
3.1 inch,6 inches
29.0 centimetre,12 inches
4.02 inch,10 feet
1 kilogram,1. 5 kg
285 gram,10 oz
3.94 inch,6 inches
550.0 gram,100 lbs
165.0 gram,100 lbs
240.0 inch,10 feet
33.6 gram,150 pounds
11.0 gram,100 lbs
3.0 centimetre,10 feet
16.5 gram,5 lbs
3.9 inch,12 inches
60.0 gram,10 lbs
45.0 kilogram,0
3.53 ounce,10 lbs
14.0 centimetre,6 inches
1000.0 milligram,100 lbs
35.0 centimetre,6 inches
7.0 centimetre,6 inches
5.31 inch,6 inches
30 gram,5 lbs
114.0 gram,10 oz
110.0 centimetre,10 inches
18.0 gram,10 lbs
12.0 ounce,100 lbs
18.0 millimetre,10 feet
22.0 gram,100 lbs
300 pound,heavy
18.0 centimetre,12 inches
25.0 millilitre,no idea
40.0 centimetre,6 inches
500 pound,500 lbs
12.0 gram,10 lbs
60.0 centimetre,6 inches
44.0 pound,200 lbs
250.0 millilitre,10
130.0 centimetre,10 inches
10.5 centimetre,6 inches
24.0 watt,25
2.0 milligram,2 tons
25.0 inch,2 feet
5.5 inch,10 feet
9.2 centimetre,6 inches
2.0 fluid ounce,2
2.95 inch,6 inches
0.78 inch,12 inches
2.2 pound,heavy
6.0 gram,10 lbs
2 kilogram,100 lbs
305.0 millimetre,6 feet
340.0 gram,8 oz
115.5 millimetre,6 inches
100 gram,10 lbs
8.66 inch,10 inches
210.0 gram,10 lbs
27.55 inch,12 inches
7.55 inch,10 inches
"[200.0, 240.0] volt",110v
2.12 ounce,10 lbs
25.0 centimetre,12 inches
9.9 pound,200 lbs
31.5 centimetre,10 inches
2.0 litre,3
80.0 centimetre,12 inches
250.0 millimetre,2 feet
5.5 inch,6 inches
2.0 gram,10 lbs
230.0 millimetre,4 feet
750.0 milligram,5 lbs
500.0 watt,100 miles per hour
500.0 litre,1. 5
20.0 gram,200 lbs
37.0 millimetre,6 inches
8.65 inch,6 inches
20.0 centimetre,12 inches
24.5 centimetre,6 inches
5.5 inch,6 inches
120.0 kilogram,200 lbs
45.0 centimetre,10 inches
36.5 millimetre,12 inches
6.0 centimetre,10 inches
4.84 inch,6 inches
1.0019851116625311 inch,6 inches
330.0 millimetre,6 inches
2.0 inch,6 inches
300.0 kilogram,300 lbs
85 gram,10 oz
62.0 millimetre,6 inches
85 gram,1. 5 kg
30.0 centimetre,6 inches
39.3 millimetre,6 inches
16.0 centimetre,4 inches
81.1 gram,10 lbs
15.8 centimetre,10 feet
50 gram,10 lbs
7.47 inch,10 inches
90.0 centimetre,6 inches
80.0 kilogram,100 lbs
0.3 ounce,10 lbs
4.0 watt,4. 5
300 gram,10 lbs
40.0 gram,200 lbs
0.7 kilogram,300 lbs
15.0 centimetre,10 feet
24.0 inch,6 inches
37.0 centimetre,12 inches
4.12 kilogram,10 lbs
115.0 millimetre,12 inches
8.47 inch,6 inches
20.5 gram,10 pounds
110.0 millimetre,6 inches
86.0 centimetre,10 feet
45.0 millimetre,8 inches
4.0 inch,10 inches
2.1 gram,10 lbs
18.0 kilogram,10 pounds
30.0 millilitre,5
6.09 inch,10 inches
243.0 gram,10 lbs
25.6 inch,6 inches
300.0 millilitre,4
4.0 centimetre,6 inches
27.5 millimetre,6 inches
21.0 centimetre,6 inches
2.54 millimetre,10 feet
"[25.0, 30.0] gram",10 pounds
5.0 gram,10 oz
9.0 watt,1. 5
10.0 ounce,1. 5 lbs
800.0 milligram,800 lbs
127.0 millimetre,6 inches
22.9 gram,5 lbs
14 gram,10 oz
4.0 inch,6 inches
40.0 centimetre,10 feet
200.0 milligram,200 lbs
1.12 kilogram,20 lbs
15936893.0 gram,100 lbs
0.1 kilogram,10 lbs
240.0 gram,10 lbs
205 gram,100 lbs
10.0 centimetre,6 inches
4.0 litre,5
200 gram,2000
17.0 inch,12 inches
6.0 gram,1. 5 lbs
8.5 inch,6 inches
28.5 centimetre,6 inches
3.0 centimetre,6 inches
"[6.0, 13.0] kilogram",10 lbs
35.5 centimetre,6 inches
90.0 millimetre,6 inches
2.4 ounce,1. 5 lbs
160.0 gram,10 oz
6.0 gram,10 pounds
1500.0 milligram,100 lbs
30.0 pound,10 lbs
2.0 gram,10 lbs
14.2 gram,10 oz
7.0 centimetre,12 inches
71.6 inch,6 inches
600.0 volt,100
16.0 ounce,100 lbs
29.0 inch,10 feet
1.1 pound,150 lbs
32.7 inch,5 feet
210.0 centimetre,6 feet
16.2 inch,6 inches
15.0 centimetre,6 inches
11.0 gram,10 pounds
1.0 inch,2 feet
9000.0 milligram,100 lbs
8.2 centimetre,6 inches
23.0 centimetre,2 feet
12.0 centimetre,6 inches
11.0 centimetre,6 inches
304.0 gram,10 lbs
75.0 gram,10 lbs
3.5 ounce,10 lbs
44.0 centimetre,12 inches
6.0 centimetre,6 inches
30.0 gram,10 oz
89.0 fluid ounce,10 ounces
9.75 inch,6 inches
400.0 pound,100 lbs
3.5 centimetre,10 feet
48.0 kilogram,100 pounds
6.3 inch,6 inches
85.0 gram,5 lbs
50 gram,200 lbs
1.5 inch,6 inches
1.0 pound,10 lbs
1.0 litre,6
10.5 inch,10 inches
1 kilogram,100 lbs
10.0 gram,10 oz
16.0 centimetre,10 inches
300.0 millilitre,10 oz
250.0 millilitre,0
75.0 centimetre,5 feet
0.76 pound,1. 5 lbs
1.0 ton,10 lbs
10.0 centimetre,6 inches
12.0 volt,1. 5
0.6 watt,100w
12.0 centimetre,12 inches
1.0 gram,10 lbs
80.0 millimetre,6 inches
1.8 inch,12 inches
60.0 centimetre,6 inches
12.5 centimetre,6 inches
12.0 centimetre,10 inches
1080.0 horsepower,1. 5
51.0 centimetre,10 inches
2.0 pound,10 lbs
3.0 inch,6 inches
140.0 millimetre,6 inches
13.8 centimetre,12 inches
7.8 inch,6 inches
8.0 gram,0
11.1 centimetre,6 inches
27.0 centimetre,6 inches
3.52 ounce,10 lbs
30.0 centimetre,6 inches
21.6 inch,8 feet
5 gram,10 lbs
35 gram,0
10.0 inch,6 inches
280.0 gram,200 lbs
11.0 centimetre,6 inches
13.0 inch,12 inches
31.5 inch,10 feet
3.75 inch,6 inches
200.0 gram,100 lbs
230.0 gram,10 lbs
23.0 gram,25 pounds
7.0 gram,10 pounds
135.0 centimetre,6 inches
32.0 ounce,100 lbs
190.0 centimetre,6 inches
52.0 centimetre,3 feet
25.0 centimetre,2 feet
23.0 centimetre,6 inches
1.9 pound,100 lbs
5.0 gram,0
55.0 inch,10 inches
9.0 inch,6 inches
28.0 centimetre,6 inches
28.5 centimetre,12 inches
2 kilogram,100 lbs
87.0 ounce,5 lbs
250.0 millilitre,1. 5
14.0 centimetre,10 feet
38 pound,200 lbs
50 gram,100 lbs
45.0 gram,5 pounds
2.0 pound,10 oz
39.4 inch,6 feet
17.5 centimetre,6 inches
865.0 gram,0
7.5 kilogram,10 lbs
33.0 centimetre,3 inches
0.5 milligram,100 lbs
8.0 gram,100 lbs
0.3 pound,1. 5 kg
6.9 inch,12 inches
15.0 gram,10 lbs
100 gram,1. 5 tons
5.4 inch,6 inches
10785.0 ton,1 ton
11.5 centimetre,6 inches
0.74 inch,12 inches
0.33 fluid ounce,10
140.0 watt,6. 5
30.0 millilitre,10
22.0 gram,150 lbs
108.0 inch,6 inches
224.0 gram,100 lbs
3.0 watt,10. 5
1.0 ounce,100 lbs
10.0 ounce,10 lbs
1.0 watt,11
100 gram,100 lbs
7.92 inch,6 inches
28.0 centimetre,10 feet
14.0 centimetre,6 inches
4.7 centimetre,6 inches
2017.0 gram,10 lbs
4.0 watt,0. 5
28.0 inch,12 inches
72.0 inch,12 inches
100.0 gram,100 pounds
50.0 millilitre,15
20.0 ounce,10 lbs
30.0 centimetre,6 inches
14.4 volt,0
0.25 inch,3 feet
48.0 volt,100 %
332.0 millimetre,2 feet
10.0 centimetre,10 feet
19.0 centimetre,12 inches
11.0 centimetre,6 inches
6.77 inch,6 inches
65.5 centimetre,4 feet
20.0 inch,10 inches
70.0 gram,100 lbs
56.0 gram,100 lbs
170.0 millimetre,10 inches
13.75 inch,10 inches
100 gram,100 lbs
30.0 gram,30 cm
41.0 centimetre,6 inches
230.0 gram,60 lbs
183.0 gram,1. 5 kg
350.0 watt,100 mph
85 gram,200 lbs
6.0 foot,6 inches
27.75 inch,6 inches
3.0 centimetre,6 feet
48.0 volt,4
17.0 centimetre,5 feet
93.0 centimetre,10 feet
100.0 gram,100 lbs
14.5 centimetre,10 inches
4.3 inch,6 inches
5.3 inch,6 inches
50.0 millimetre,6 inches
100.0 millilitre,3
220.0 volt,0
2.1 pound,10 lbs
4.62 inch,10 inches
300.0 kilogram,10 lbs
600.0 gram,10 lbs
6.0 centimetre,6 inches
30.0 centimetre,1 foot
25.0 centimetre,6 inches
54.0 gram,200 lbs
600.0 gram,200 lbs
1.7 ounce,1000 lbs
15.0 watt,1500
62.0 millimetre,6 inches
31.3 centimetre,6 inches
5.9 inch,6 inches
500.0 milligram,500 lbs
82.0 millimetre,6 inches
330.0 millimetre,3 feet
35.0 centimetre,15 inches
12.5 ounce,10 lbs
94.0 centimetre,10 inches
2.5 centimetre,3 feet
7.9 foot,6 inches
100.0 gram,10 lbs
33.0 gram,10 lbs
15.0 gram,100 lbs
0.4 pound,1. 5 kg
630.0 gram,no idea
8.86 inch,10 inches
1.0 milligram,10 lbs
21.0 gram,100 pounds
21.0 centimetre,6 inches
8.0 centimetre,6 feet
5.4 inch,3 feet
135.0 gram,150 lbs
26.0 centimetre,6 inches
38.0 centimetre,8 feet
16.0 centimetre,12 inches
3.0 foot,6 inches
52.0 centimetre,6 inches
960.0 horsepower,4. 5
5.0 centimetre,10 feet
15.0 centimetre,5 feet
7.0 pound,10 lbs
25.0 centimetre,6 inches
280.0 gram,100 lbs
37.0 millimetre,6 inches
6.0 gram,10 lbs
300 gram,10 oz
15.5 centimetre,10 inches
9.0 inch,6 inches
72.0 inch,10 feet
38.0 centimetre,6 inches
69.0 centimetre,10 feet
1.0 gram,10 lbs
20.0 milligram,20 lbs
4.0 inch,6 inches
19.7 inch,6 inches
13.3 gram,35 cm
87.0 inch,6 feet
92.0 millimetre,3 feet
8.5 centimetre,6 feet
49.0 kilogram,100 lbs
2.2 inch,6 inches
230.0 volt,1. 5
126.0 centimetre,10 feet
28.0 gram,5 lbs
8.0 ounce,3. 5 lbs
2.7 gram,10 lbs
40.5 millimetre,6 inches
141.7 gram,10 lbs
19.0 centimetre,12 inches
220 pound,200 lbs
30.0 centimetre,6 feet
60.0 watt,2000
4.0 pound,10 pounds
0.65 kilogram,6 oz
48.0 volt,42
4.8 centimetre,3 inches
10.0 inch,6 inches
70.0 inch,10 inches
5.48 inch,6 inches
18.0 watt,3. 5 hours
2000.0 gram,200 lbs
60.0 centimetre,6 inches
3.8 volt,0
500 gram,500 lbs
4.0 centimetre,10 inches
9.0 gram,10 pounds
29.5 centimetre,6 inches
43.0 inch,6 inches
8.0 centimetre,6 inches
1.5 kilogram,10 lbs
3.7 inch,6 inches
15.0 gram,10 oz
75.5 centimetre,6 inches
300.0 milligram,100 lbs
15.0 inch,6 inches
36.0 centimetre,4 feet
13.5 centimetre,10 inches
12.0 inch,12 inches
6.3 inch,6 inches
0.3 millimetre,3 feet
180.0 centimetre,6 inches
340.0 gram,10 lbs
33.2 inch,10 feet
30.0 millimetre,10 inches
10.2 inch,12 inches
16.5 inch,6 inches
25.98 inch,10 feet
117.0 centimetre,10 feet
5.0 gram,10 lbs
23.5 gram,10 oz
17.8 centimetre,6 feet
5.7 centimetre,6 inches
220.0 volt,0
4000.0 watt,10. 5
70 gram,6 oz
300 gram,100 lbs
12.4 centimetre,12 inches
10000.0 milligram,100 lbs
60.0 watt,6. 5
370.0 centimetre,10 inches
3.5 inch,6 feet
11.4 gram,10 lbs
31.0 volt,1. 5
13.0 inch,6 inches
15.0 centimetre,10 inches
200.0 watt,2000
25.0 centimetre,10 inches
270.0 millimetre,10 feet
10.0 centimetre,12 inches
248.0 gram,1. 5 lbs
500 gram,100 lbs
80.0 centimetre,8 feet
5.5 centimetre,6 inches
10.0 centimetre,5 feet
250.0 watt,25 mpg
108.0 gram,10 lbs
5.0 gram,5 pounds
35.0 centimetre,10 feet
6.4 centimetre,12 inches
42.0 centimetre,12 inches
46.34 gram,5 pounds
"[110.0, 120.0] volt",2
2.75 inch,12 inches
10.0 gram,5 lbs
76.0 centimetre,10 feet
23.0 inch,10 feet
1 kilogram,10 oz
3.0 pound,100 pounds
17.0 ounce,10 lbs
31.0 centimetre,3 feet
96 gram,10 lbs
30.0 watt,2000
54.0 millimetre,12 inches
33.0 millimetre,6 inches
3.1 inch,12 inches
400 gram,1. 5 lbs
5.57 centimetre,6 inches
7.0 centimetre,10 inches
4.0 gram,10 pounds
400.0 gram,200 lbs
4.8 inch,12 inches
3.0 cubic foot,15
16.0 centimetre,6 inches
3.8 volt,0
175.0 millilitre,1. 5
7.0 centimetre,6 inches
32.5 centimetre,2 feet
70.0 gram,1. 5 tons
54.0 centimetre,6 inches
85.0 gram,6 oz
6.0 gram,10 pounds
10.0 pound,100 pounds
400.0 gram,10 lbs
4.0 inch,6 inches
7.0 inch,6 inches
24.0 cubic foot,kitten kittens kittens kittens kittens kittens kittens kittens kittens kittens
12.0 volt,1. 5
3.5 centimetre,10 feet
9.0 centimetre,12 inches
37.0 centimetre,10 inches
7.87 inch,5 feet
20 gram,20 lbs
22.2 inch,12 inches
250.0 gram,100 pounds
7.5 centimetre,6 inches
60.0 millimetre,12 inches
240.0 centimetre,6 inches
69.3 gram,100 pounds
3.0 inch,it ' s filled with crumbs
65.0 millimetre,6 inches
48.0 gram,10 pounds
100 gram,100 lbs
50.0 millimetre,6 inches
11.3 centimetre,3 feet
"[85.0, 265.0] volt",0
200.0 gram,100 lbs
7.87 inch,10 inches
9.0 inch,6 inches
0.7 ounce,5 lbs
220.0 volt,12 volt
10.0 millilitre,1
1.0 metre,3 feet
3 ounce,10 lbs
16.0 ounce,100 lbs
5.0 volt,100
300.0 milligram,200 lbs
1.1 microgram,10 lbs
13.8 inch,6 feet
6.0 kilogram,10 lbs
5.5 centimetre,6 inches
70.0 centimetre,6 inches
